time_jst,ssr,station,squawk,pressure_alt_ft,lat,lon,alt_m,azimuth_rad,tau_ns,replies,sigma_e_m,sigma_n_m,sigma_u_m,track,flight,status,sm_lat,sm_lon,sm_alt_m,sm_sigma_e_m,sm_sigma_n_m,sm_sigma_u_m,vel_e_mps,vel_n_mps,vel_u_mps,turn_rate_dps
2026-06-10T00:02:45.092771150,KX90S,KX90,6141,32000,34.5103960,136.7412224,9753.600,3.333200106,269975,8,933.0,186.8,8.8,8,8,ok,34.5120616,136.7301792,9753.565,71.0,25.5,4.4,75.4,-195.3,-1.06,0.09
2026-06-10T00:02:45.715180950,KX90S,KX90,3650,8000,34.7938930,136.6631644,2438.400,4.302266412,107758,36,47.9,53.7,8.8,47,44,echo,34.7944136,136.6634097,2434.500,45.0,51.1,7.6,-91.9,-81.3,14.10,0.52
2026-06-10T00:02:45.942316250,KX90S,KX90,3256,12600,34.8049715,135.9152398,3840.480,4.655906722,554578,9,109.2,1754.1,8.8,52,41,echo,34.7997493,135.9155255,3831.886,88.2,1313.5,5.8,144.7,-82.2,-2.02,-0.00
2026-06-10T00:02:46.026385850,KX90S,KX90,3231,1600,34.8541165,136.7632224,487.680,4.786799565,35385,20,46.3,18.7,8.8,38,35,ok,34.8541213,136.7631681,495.593,23.1,11.4,4.4,-80.4,-71.4,3.70,-2.62
2026-06-10T00:02:46.222548200,KX90S,KX90,3245,34000,34.9630677,136.4771936,10363.200,5.092216196,235259,17,62.5,111.2,8.8,2,2,ok,34.9632099,136.4773370,10363.156,34.2,49.0,4.4,75.2,-174.9,0.72,0.14
2026-06-10T00:02:46.412810900,KX90S,KX90,3231,1600,34.8824013,136.7727900,487.680,5.388447366,36567,3,153.8,188.6,8.8,45,42,echo,34.8855869,136.7757851,491.103,133.9,163.4,7.8,-369.7,-182.4,3.13,-7.54
2026-06-10T00:02:46.849382700,KX90S,KX90,3626,30000,35.9718269,136.5198245,9144.000,6.068293360,852044,9,2636.0,577.1,8.8,53,47,unconfirmed,,,,,,,,,,
2026-06-10T00:02:48.067654050,KX90S,KX90,3626,30000,34.7159250,138.1938235,9144.000,1.682283975,853420,5,499.5,4443.3,8.8,54,48,unconfirmed,,,,,,,,,,
2026-06-10T00:02:48.514550150,KX90S,KX90,6250,3600,34.7079309,136.9861063,1097.280,2.378221390,153446,13,115.5,111.3,8.8,5,5,ok,34.7100761,136.9889536,1101.658,33.9,35.1,4.4,-80.7,77.1,-1.16,0.38
2026-06-10T00:02:48.836079400,KX90S,KX90,3650,8100,34.7165908,136.8645682,2468.880,2.878928837,110616,19,53.3,46.9,8.8,9,9,ok,34.7164761,136.8640164,2469.897,38.3,25.1,4.4,79.5,-119.4,14.07,0.43
2026-06-10T00:02:48.973245500,KX90S,KX90,3256,12500,34.1197393,136.8640851,3810.000,3.092533389,548313,15,283.2,47.8,8.8,31,19,ok,34.1195468,136.8618975,3813.960,124.6,22.4,4.4,128.0,146.1,-3.84,-0.00
2026-06-10T00:02:49.138434900,KX90S,KX90,6141,32000,34.5050948,136.7327846,9753.600,3.349777582,274644,18,134.3,54.2,8.8,8,8,ok,34.5049363,136.7334747,9753.564,72.1,26.3,4.4,74.1,-196.2,-1.08,0.07
2026-06-10T00:02:50.001254150,KX90S,KX90,6141,32000,34.8429309,136.3822716,9753.600,4.693419125,275750,10,49.0,708.1,8.8,55,49,unconfirmed,,,,,,,,,,
2026-06-10T00:02:50.023377700,KX90S,KX90,3231,1700,34.8513456,136.7600246,518.160,4.727871473,37432,19,46.4,19.5,8.8,38,35,ok,34.8512577,136.7599264,511.024,23.8,11.8,4.4,-67.6,-87.1,3.87,-2.62
2026-06-10T00:02:50.247563250,KX90S,KX90,3245,34000,34.9570163,136.4807043,10363.200,5.076988592,231836,22,61.1,110.0,8.8,2,2,ok,34.9568619,136.4806366,10363.201,34.6,57.0,4.9,73.6,-176.1,0.70,0.14
2026-06-10T00:02:51.930429550,KX90S,KX90,3650,8200,34.8728100,136.9932952,2499.360,1.414741647,113452,27,46.6,55.5,8.8,28,27,echo,34.8716173,136.9932834,2505.839,31.8,37.6,5.9,128.9,87.7,12.79,0.28
2026-06-10T00:02:52.487943500,KX90S,KX90,3534,4800,34.6031854,137.1667772,1463.040,2.283042761,287056,18,101.7,114.7,8.8,4,4,ok,34.6032309,137.1668434,1456.976,58.1,66.2,5.3,-117.6,62.4,-4.68,-0.05
2026-06-10T00:02:52.538090300,KX90S,KX90,6250,3600,34.7131072,136.9856520,1097.280,2.361143921,150510,21,62.2,61.9,8.8,5,5,ok,34.7129344,136.9854564,1096.416,35.5,35.5,4.9,-79.0,80.4,-0.74,0.39
2026-06-10T00:02:52.849295150,KX90S,KX90,3670,8300,34.7132049,136.8716274,2529.840,2.845830520,114300,4,591.9,185.7,8.8,56,50,unconfirmed,,,,,,,,,,
2026-06-10T00:02:52.874368550,KX90S,KX90,3650,8300,34.7115493,136.8651341,2529.840,2.884881101,114317,12,163.3,62.0,8.8,9,9,ok,34.7120830,136.8674238,2528.653,52.4,28.5,4.9,75.4,-122.1,14.33,0.44
2026-06-10T00:02:53.015959400,KX90S,KX90,3256,12400,34.1242817,136.8525600,3779.520,3.105402018,544609,11,1135.8,61.6,8.8,31,19,ok,34.1248571,136.8675111,3791.843,144.5,25.7,4.9,128.2,145.8,-3.51,-0.00
2026-06-10T00:02:53.164924800,KX90S,KX90,6141,32000,34.4978393,136.7364311,9753.600,3.337408401,279367,21,137.1,53.6,8.8,8,8,ok,34.4978215,136.7367053,9753.622,76.6,29.1,4.9,73.1,-196.6,-1.09,0.07
2026-06-10T00:02:53.852230350,KX90S,KX90,3650,8300,34.8046748,136.6443539,2529.840,4.407853690,115300,6,167.3,513.4,8.8,35,32,echo,34.7964462,136.6474229,2531.320,83.6,206.8,8.5,-92.3,-157.2,12.55,-0.15
2026-06-10T00:02:54.014469900,KX90S,KX90,3231,1700,34.8478430,136.7572821,518.160,4.660533907,39363,19,46.3,20.5,8.8,38,35,ok,34.8478855,136.7573227,526.946,25.7,12.3,4.9,-51.5,-99.6,4.03,-2.61
2026-06-10T00:02:54.269628400,KX90S,KX90,3245,34000,34.9500538,136.4837651,10363.200,5.057930979,228505,21,59.6,108.9,8.8,2,2,ok,34.9504815,136.4838621,10363.326,52.1,75.4,6.9,71.9,-176.9,0.70,0.14
2026-06-10T00:02:54.468740500,KX90S,KX90,3231,1700,34.8851179,136.7664318,518.160,5.368038519,40867,3,166.4,212.9,8.8,45,42,echo,34.8822384,136.7636788,518.085,152.5,196.0,8.5,-153.2,-257.4,3.23,-6.74
2026-06-10T00:02:55.924471500,KX90S,KX90,2640,8400,34.8829527,136.9974901,2560.320,1.351031568,117167,3,159.3,683.9,8.8,57,51,unconfirmed,,,,,,,,,,
2026-06-10T00:02:55.967243750,KX90S,KX90,3650,8400,34.8731516,136.9993350,2560.320,1.417615080,117158,26,46.7,57.4,8.8,28,27,echo,34.8740843,136.9993478,2559.486,41.0,48.6,7.4,139.1,75.4,12.86,0.62
2026-06-10T00:02:56.524757750,KX90S,KX90,3534,4700,34.6055541,137.1617944,1432.560,2.285496714,283600,20,100.8,113.2,8.8,4,4,ok,34.6055049,137.1616770,1434.541,78.4,93.3,7.1,-117.8,61.9,-4.73,-0.05
2026-06-10T00:02:56.573429600,KX90S,KX90,6250,3600,34.7158796,136.9822997,1097.280,2.361264158,147614,21,61.3,61.0,8.8,5,5,ok,34.7158975,136.9820372,1092.270,49.7,51.7,6.9,-76.6,82.4,-0.61,0.39
2026-06-10T00:02:56.896433750,KX90S,KX90,3650,8500,34.7076127,136.8702528,2590.800,2.864084469,118015,13,112.2,54.7,8.8,9,9,ok,34.7076192,136.8706452,2587.889,85.1,45.8,6.9,71.5,-124.3,14.40,0.44
2026-06-10T00:02:57.035074800,KX90S,KX90,3256,12400,34.1301807,136.8744460,3779.520,3.079906886,540980,20,279.1,48.9,8.8,31,19,ok,34.1301311,136.8730971,3771.259,169.3,35.6,6.9,128.2,145.7,-3.30,-0.00
2026-06-10T00:02:57.192889600,KX90S,KX90,6141,32000,34.4906827,136.7400558,9753.600,3.325577084,284063,19,139.8,53.1,8.8,8,8,ok,34.4906917,136.7398963,9753.767,102.5,40.2,6.9,72.3,-196.9,-1.10,0.07
2026-06-10T00:02:57.841847700,KX90S,KX90,3650,8500,34.7926479,136.6437426,2590.800,4.335809672,118939,18,48.6,59.1,8.8,47,44,echo,34.7923705,136.6436120,2592.929,48.1,58.3,8.5,-225.2,-32.6,12.62,2.52
2026-06-10T00:02:58.007037000,KX90S,KX90,3231,1800,34.8440698,136.7552798,548.640,4.592959785,41065,20,46.1,21.7,8.8,38,35,ok,34.8441425,136.7554795,543.588,38.3,18.2,6.9,-32.8,-107.7,4.17,-2.61
2026-06-10T00:02:58.027685700,KX90S,KX90,3256,12400,34.7834362,135.9355300,3779.520,4.625103549,543600,3,303.9,3433.9,8.8,52,41,echo,34.7909367,135.9346839,3781.764,219.0,2479.6,8.6,144.4,-82.3,-2.53,-0.00
